ckpt,areas,healthy_mse,lesioned_mse,delta_mse
saved_models\cernn\dummy-vpsnj8eo\last.ckpt,L_IFJp L_IFJa L_p9_46v L_a9_46v L_46 L_9_46d L_9a L_8C L_8Av L_8Ad L_8BL L_6r L_IP0 L_IP1 L_IP2 L_44 L_45 L_47l L_a47r L_PFm L_PGs,5.040197506546974,5.038466677069664,-0.0017308294773101807
