ckpt,areas,healthy_mse,lesioned_mse,delta_mse
saved_models\cernn\dummy-gjrpyr8h\last.ckpt,L_IFJp L_IFJa L_p9_46v L_a9_46v L_46 L_9_46d L_9a L_8C L_8Av L_8Ad L_8BL L_6r L_IP0 L_IP1 L_IP2 L_44 L_45 L_47l L_a47r L_PFm L_PGs,4.335334777832031,4.341666974127293,0.006332196295261383
