ckpt,areas,healthy_mse,lesioned_mse,delta_mse
saved_models\cernn\dummy-vpsnj8eo\last.ckpt,L_PEF L_LIPd L_LIPv L_VIP L_MIP L_IPS1 L_7AL L_7Am L_7PL L_7PC L_MST,5.040197506546974,5.038466677069664,-0.0017308294773101807
